mouse,date,session_dir,xcorr_peak,sync_pass,n_trials,trials_pass,p_right,balance_pass,zscore_std,signal_range_pass,missing_frac,missing_pass,QC_PASS,error,manual_include
SM1N,081224,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/081224/SM1N,0.9992931900605222,True,500,True,0.31,True,1.0066563229124705,True,0.0,True,True,,True
SM1N,081424,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/081424/SM1N,0.9997308694935718,True,388,True,0.42783505154639173,True,1.0307332775302536,True,0.0,True,True,,True
SM2B,080824,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080824/SM2B,0.9985810399905034,True,530,True,0.809433962264151,True,1.0100885616297404,True,0.0,True,True,,True
SM2B,081224,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/081224/SM2B,0.997916187724192,True,282,True,0.3900709219858156,True,1.0158791932509228,True,0.0,True,True,,True
SM2B,081424,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/081424/SM2B,0.9994684029886314,True,290,True,0.5586206896551724,True,1.0194694674055156,True,0.0,True,True,,True
SM2L,080824,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080824/SM2L,0.9999811964498171,True,490,True,0.8040816326530612,True,1.0145238057966628,True,0.0,True,True,,True
SM2L,081224,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/081224/SM2L,0.9474469028521388,True,395,True,0.5468354430379747,True,1.017898467391458,True,0.0,True,True,,True
SM2L,081424,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/081424/SM2L,0.999196400484291,True,565,True,0.5451327433628319,True,1.0260022308497307,True,0.0,True,True,,True
SM2N,080724,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080724/SM2N,0.7518119597160242,True,618,True,0.46763754045307443,True,1.0137364926704582,True,0.0,True,True,,True
SM2N,080924,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080924/SM2N,0.9998579244915671,True,562,True,0.708185053380783,True,1.0041541896281705,True,0.0,True,True,,True
SM2N,081324,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/081324/SM2N,0.9999814911188356,True,526,True,0.3574144486692015,True,1.0108105769176725,True,0.0,True,True,,True
SM2N,081524,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/081524/SM2N,0.9955222468957275,True,726,True,0.5922865013774105,True,1.0250739950797885,True,0.0,True,True,,True
SM2R,080724,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080724/SM2R,0.9999245775484601,True,532,True,0.6203007518796992,True,1.0253387058370913,True,0.0,True,True,,True
SM2R,080924,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080924/SM2R,0.9999964515764405,True,583,True,0.5111492281303602,True,1.0413539239426641,True,0.0,True,True,,True
