mouse,date,session_dir,jrgeco_only,error,green_r_carrier_valid,green_r_reward_significant,green_l_carrier_valid,green_l_reward_significant,red_r_carrier_valid,red_r_reward_significant,red_l_carrier_valid,red_l_reward_significant,green_r_detected_freq_hz,green_r_matched_known_freq_hz,green_r_amplitude,green_r_cohens_d,green_r_p_value,green_r_error,green_l_detected_freq_hz,green_l_matched_known_freq_hz,green_l_amplitude,green_l_cohens_d,green_l_p_value,green_l_error,red_r_detected_freq_hz,red_r_matched_known_freq_hz,red_r_amplitude,red_r_cohens_d,red_r_p_value,red_r_error,red_l_detected_freq_hz,red_l_matched_known_freq_hz,red_l_amplitude,red_l_cohens_d,red_l_p_value,red_l_error,age_bin
SM3MN,072624,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/072624/SM3MN,False,,True,False,True,False,False,,True,False,166.6259765625,167.0,0.08366854883863614,-0.15004419470624322,0.10045119176673753,,166.6259765625,167.0,0.5794739663371803,-0.1628338479879179,0.07431952775995755,,222.16796875,,0.010812296608177407,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.2761763122127272,0.045325511354126484,0.6173402452869734,,P150
SM1N,072924,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/072924/SM1N,False,,False,,True,True,False,,True,True,166.6259765625,,0.025136728004401653,,,no real carrier detected at this channel's own frequency (dead channel),166.6259765625,167.0,0.5822640698690982,-0.4225937472304631,2.002240937306103e-05,,222.16796875,,0.008086600812170528,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.24395057701151857,-0.7409359021454044,3.119504703328937e-13,,P110
SM2B,072924,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/072924/SM2B,True,,False,,True,True,False,,True,True,166.6259765625,,0.010538470663091602,,,no real carrier detected at this channel's own frequency (dead channel),166.6259765625,167.0,0.5828555451869172,-0.8662688591180517,7.242650466875419e-19,,222.16796875,,0.009766956112377045,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.3436519262667399,-0.9709405485439697,1.3870572673348856e-22,,P110
SM2L,072924,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/072924/SM2L,False,,False,,True,True,False,,True,True,166.6259765625,,0.02445867419539036,,,no real carrier detected at this channel's own frequency (dead channel),166.6259765625,167.0,0.5833466814328351,-0.5619298964752409,3.2530485562381916e-10,,222.16796875,,0.008616936436851637,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.2365963553983146,-0.24232220422391448,0.005658906360428318,,P110
SM3MN,072924,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/072924/SM3MN,False,,True,True,True,True,False,,True,False,166.6259765625,167.0,0.23432868393670894,-0.2566320117425839,0.007329021467110967,,166.6259765625,167.0,0.5822468088988609,-0.24095885315910348,0.011716867442525383,,222.16796875,,0.011204638625473367,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.23937388451109687,0.05468755335880242,0.563648162798008,,P150
SM1B,073024,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/073024/SM1B,True,,False,,True,False,False,,True,True,166.6259765625,,0.009543408097091718,,,no real carrier detected at this channel's own frequency (dead channel),166.6259765625,167.0,0.5834807092828268,-0.07952891141161735,0.30137507090735105,,222.16796875,,0.00836392865055301,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.3468399054460925,-0.3058581499101989,7.818433767658558e-05,,P110
SM1L,073024,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/073024/SM1L,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.10074257224135044,-0.29606407445711147,0.0002671970659615181,,166.6259765625,167.0,0.575539625836478,-0.3220343085377698,7.199643285482787e-05,,222.16796875,,0.008926408485064779,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.18915118031313152,-0.4949606063535946,1.5429707754429709e-09,,P110
SM2N,073024,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/073024/SM2N,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.041654064842163406,-0.49733600720932297,4.713305754181831e-09,,166.6259765625,167.0,0.5838538216770001,-0.497487026749293,4.7043216967800384e-09,,222.16796875,,0.00817798481695112,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.23128307475796103,-1.0000287321126597,1.3881166286675257e-28,,P110
SM2R,073024,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/073024/SM2R,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.037918982023677474,-0.6026363898965383,5.834310692322311e-13,,166.6259765625,167.0,0.5834122969380037,-0.6263083645076571,5.626909971851371e-14,,222.16796875,,0.012868787249561617,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.3518041314606213,-0.8633419687772216,1.5536685892483098e-23,,P110
SM3MR,073024,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/073024/SM3MR,False,,True,False,True,False,False,,True,False,166.6259765625,167.0,0.14110031129438808,-0.06769326469806361,0.5687279066908885,,166.6259765625,167.0,0.5808671589364175,-0.08117009178236846,0.4951391843877144,,222.16796875,,0.008293638953353125,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.1476496932680755,-0.03141301615702234,0.7892428036350218,,P150
SM1N,073124,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/073124/SM1N,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.03485500285059098,-0.4584438424075577,3.567338992842296e-08,,166.6259765625,167.0,0.5816180917703153,-0.47272196852957377,1.2978144603735371e-08,,222.16796875,,0.009256292304535974,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.23783962214881396,-0.8005218128216957,4.064867991239307e-21,,P110
SM2B,073124,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/073124/SM2B,True,,False,,True,True,False,,True,True,166.6259765625,,0.015182588356994204,,,no real carrier detected at this channel's own frequency (dead channel),166.6259765625,167.0,0.584439616807305,-0.7392769866037311,2.082182652132849e-15,,222.16796875,,0.009504506931690184,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.37083585448717377,-0.799593210863368,2.1392399589422314e-17,,P110
SM2L,073124,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/073124/SM2L,False,,True,True,True,True,False,,True,False,166.6259765625,167.0,0.03189813792353041,-0.5216516791095417,9.715173940526686e-10,,166.6259765625,167.0,0.5813799954364328,-0.5483851336622043,1.3825480045738083e-10,,222.16796875,,0.0064195478528047386,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.20701753353841845,-0.04813638006068233,0.5646023513353255,,P110
SM3MN,073124,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/073124/SM3MN,False,,True,True,True,True,False,,True,False,166.6259765625,167.0,0.06160909914259271,-0.3684180651950735,0.00024469249750598814,,166.6259765625,167.0,0.5833478414339993,-0.36308995505686675,0.0003010182363612421,,222.16796875,,0.010134746083575353,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.2728699410518268,-0.12116700477318153,0.22159464998242864,,P150
SM1B,080124,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080124/SM1B,True,,False,,True,True,False,,True,True,166.6259765625,,0.015530688997394869,,,no real carrier detected at this channel's own frequency (dead channel),166.6259765625,167.0,0.5840900553891253,-0.2183723913902654,0.008058952429923005,,222.16796875,,0.008072263236456989,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.33323779925809627,-0.30991646451659566,0.0001931828963254098,,P110
SM1L,080124,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080124/SM1L,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.07752115792055965,-0.24154134298450838,0.004050557964674412,,166.6259765625,167.0,0.5834213816358806,-0.2535713023376366,0.002580901856061028,,222.16796875,,0.009221013599724987,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.19463440634791632,-0.39758965686724174,3.202044625247617e-06,,P110
SM2N,080124,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080124/SM2N,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.11001129248279563,-0.39474569128418446,1.6648199470713114e-05,,166.6259765625,167.0,0.579493540602913,-0.3984465365258053,1.3434617502883078e-05,,222.16796875,,0.007761142397121195,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.20954379345430502,-0.9498010957681706,4.1123816938820283e-23,,P110
SM3MR,080124,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080124/SM3MR,False,,True,False,True,False,False,,True,False,166.6259765625,167.0,0.13052535126264406,-0.012112965895203007,0.9108120529043938,,166.6259765625,167.0,0.5838964034791198,-0.010809813825988389,0.9203787049355899,,222.16796875,,0.006995429636381232,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.15212808862016003,0.037592557806266455,0.7249354943932458,,P150
SM1N,080224,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080224/SM1N,False,,False,,True,True,False,,True,True,166.6259765625,,0.024997296570886472,,,no real carrier detected at this channel's own frequency (dead channel),166.6259765625,167.0,0.5836121450926398,-0.35097480293136357,3.4685391300291524e-05,,222.16796875,,0.00837440497312495,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.23645076534837095,-0.6320149613101211,2.4809315461936136e-13,,P110
SM2B,080224,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080224/SM2B,True,,False,,True,True,False,,True,True,166.6259765625,,0.008681158405351896,,,no real carrier detected at this channel's own frequency (dead channel),166.6259765625,167.0,0.5839912360642884,-0.8987352625206562,6.968071010792079e-20,,222.16796875,,0.007690770219953326,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.3719242091788065,-0.9820510793852241,1.0448997253805426e-22,,P110
SM2L,080224,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080224/SM2L,False,,False,,True,True,False,,True,False,166.6259765625,,0.02608818334819197,,,no real carrier detected at this channel's own frequency (dead channel),166.6259765625,167.0,0.5835426676059288,-0.5832246020627878,1.1342565766224787e-09,,222.0458984375,,0.006497350916381401,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.2160358190662663,-0.15595186700001112,0.09804187989932006,,P110
SM3MN,080224,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080224/SM3MN,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.1971139942410185,-0.403374912763428,0.00024288155285446972,,166.6259765625,167.0,0.581044480650584,-0.4029903564852561,0.00024288491363730574,,222.16796875,,0.009577884164507324,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.20811891373073454,-0.22773096077290986,0.03971532572215095,,P150
SM1B,080524,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080524/SM1B,True,,False,,True,True,False,,True,True,166.6259765625,,0.009376407809325304,,,no real carrier detected at this channel's own frequency (dead channel),166.6259765625,167.0,0.5833296909847077,-0.4210128023497462,5.287683494099241e-07,,222.16796875,,0.008366752558398088,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.34825621819912184,-0.5754973066077752,1.1288583576945296e-11,,P110
SM1L,080524,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080524/SM1L,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.0896405521001624,-0.4645180802535744,2.624286485664199e-08,,166.6259765625,167.0,0.5818512242395293,-0.4674718207834195,2.1190734204245894e-08,,222.16796875,,0.00722700500808468,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.19582983448598676,-0.6434102895248301,3.328919417541827e-14,,P110
SM2N,080524,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080524/SM2N,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.0394132897884865,-0.28041398809158313,0.0010039498648721124,,166.6259765625,167.0,0.5805687271905604,-0.33163733125513584,0.00010561080963983021,,222.16796875,,0.008065053993686703,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.22737436902025152,-0.7054631099547871,1.2120504833327945e-15,,P110
SM2R,080524,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080524/SM2R,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.03761508392848298,-0.5201817866029169,6.71141982827122e-08,,166.6259765625,167.0,0.581132048457224,-0.5537577937177659,7.098429705858958e-09,,222.16796875,,0.013258751920938675,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.388824374067223,-0.6014113611628158,6.311764141407783e-10,,P110
SM3MR,080524,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080524/SM3MR,False,,True,True,True,True,False,,True,False,166.6259765625,167.0,0.13752342863806438,-0.3337010758401905,0.0019228699462168638,,166.6259765625,167.0,0.5830685021340667,-0.3666429600289327,0.0006658001447618798,,222.16796875,,0.027743807585245195,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.2506822252287859,0.17083999324086555,0.10975263179733308,,P160
SM1N,080624,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080624/SM1N,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.0701611592499218,-0.24935229605532472,0.0033001874373395045,,166.6259765625,167.0,0.5839027610852522,-0.27646016067773677,0.0010963987654400969,,222.16796875,,0.008190319948699882,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.2243227605494264,-0.7416464571536752,9.278484058073662e-18,,P110
SM2B,080624,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080624/SM2B,True,,False,,True,True,False,,True,True,166.6259765625,,0.00920261819779261,,,no real carrier detected at this channel's own frequency (dead channel),166.6259765625,167.0,0.5837065411621446,-0.7357494396273161,1.4684288929275209e-15,,222.16796875,,0.00794453680073574,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.3926744986796437,-0.7822112529223888,2.943878552568777e-17,,P110
SM2L,080624,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080624/SM2L,False,,False,,True,True,False,,True,False,166.6259765625,,0.025463426529039882,,,no real carrier detected at this channel's own frequency (dead channel),166.6259765625,167.0,0.5812187527359909,-0.8005497548590075,2.4543371521025278e-20,,222.16796875,,0.0068607513402981655,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.21991721937111897,-0.15364540636078672,0.06312396953241867,,P110
SM3MN,080624,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080624/SM3MN,False,,True,True,True,True,False,,True,False,166.6259765625,167.0,0.11108067879656369,-0.4859462760877976,2.2773154654985608e-08,,166.6259765625,167.0,0.5826278245122098,-0.49033586582729616,1.596462441186971e-08,,222.16796875,,0.010146984303725532,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.253424944627234,-0.16083282231451115,0.058372345953582254,,P160
SM1B,080724,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080724/SM1B,True,,False,,True,False,False,,True,True,166.6259765625,,0.014125021614637327,,,no real carrier detected at this channel's own frequency (dead channel),166.6259765625,167.0,0.5840597883638098,-0.15587716626259332,0.058055653789418286,,222.16796875,,0.007732173836447863,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.3320319754986633,-0.22171549023239848,0.007122543577157552,,P120
SM1L,080724,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080724/SM1L,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.0870490302323926,-0.4948560070223547,3.4348113920063512e-09,,166.6259765625,167.0,0.5830121542595956,-0.49442607627206414,3.342486383483669e-09,,222.16796875,,0.008381825062031651,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.22133954682644968,-0.637306238697319,4.787434443344171e-14,,P120
SM2N,080724,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080724/SM2N,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.03335417230224772,-0.5786635463975798,4.1766021205547e-11,,166.6259765625,167.0,0.5842300416643923,-0.5938067339933386,1.2404528864258832e-11,,222.16796875,,0.006769943893223177,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.22421353017335724,-1.0703558027289497,8.271061078824376e-32,,P120
SM2R,080724,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080724/SM2R,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.05143764762572655,-0.47189126985795815,2.993515095808791e-07,,166.6259765625,167.0,0.5794957357612567,-0.4791443186640675,1.8302193285885501e-07,,222.16796875,,0.009348104792521923,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.3220553211320695,-0.6324893827120143,2.335204298301282e-11,,P120
SM3MR,080724,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080724/SM3MR,False,,True,False,True,False,False,,True,False,166.6259765625,167.0,0.07042856988339131,-0.056129743085765425,0.587628650705027,,166.6259765625,167.0,0.5834724031924107,-0.10347378870068304,0.3168345023957595,,222.16796875,,0.020995758625492578,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.25897931301899013,0.10361250968339582,0.3343851775214993,,P160
SM1N,080824,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080824/SM1N,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.08666974420242582,-0.6066057807975676,4.584560080763402e-12,,166.6259765625,167.0,0.583297665796107,-0.6054056727738459,4.492151952435913e-12,,222.16796875,,0.010832553821763485,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.2444075689597845,-1.0331090846240902,5.355636752192002e-30,,P120
SM2B,080824,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080824/SM2B,True,,False,,True,True,False,,True,True,166.6259765625,,0.012259963132808426,,,no real carrier detected at this channel's own frequency (dead channel),166.6259765625,167.0,0.5834431441053511,-0.5447782295198403,1.7510386556305849e-09,,222.16796875,,0.00762648130442649,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.37307002656674765,-0.6623449527506462,6.5875541071226e-13,,P120
SM2L,080824,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080824/SM2L,False,,False,,True,True,False,,True,True,166.6259765625,,0.02208466782241679,,,no real carrier detected at this channel's own frequency (dead channel),166.6259765625,167.0,0.5806904272526263,-0.6677188195902939,1.5431724944510802e-12,,222.16796875,,0.006935017539923371,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.224778654240123,-0.20892190188041726,0.023325572794682215,,P120
SM3MN,080824,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080824/SM3MN,False,,True,True,True,True,False,,True,False,166.6259765625,167.0,0.23906867028066417,-0.6411438787411443,1.993647397217161e-11,,166.6259765625,167.0,0.5800996739591111,-0.6668821296086722,3.0024706337756793e-12,,222.16796875,,0.010244558336326958,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.20902869595995158,-0.06316891950412752,0.4921012647114338,,P160
SM1B,080924,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080924/SM1B,True,,False,,True,True,False,,True,True,166.6259765625,,0.013108088823149249,,,no real carrier detected at this channel's own frequency (dead channel),166.6259765625,167.0,0.5837165781669611,-0.17125986527708695,0.03319321154303896,,222.16796875,,0.007398137766333227,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.33520981957721485,-0.3313750219897748,5.126671912617809e-05,,P120
SM1L,080924,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080924/SM1L,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.05468890345656245,-0.3536808130076595,1.4578913280038441e-05,,166.6259765625,167.0,0.5808130621744008,-0.36298745451559905,8.645545758460786e-06,,222.16796875,,0.006951576433595885,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.20343722053839455,-0.4516987048406209,3.723075737988697e-08,,P120
SM2N,080924,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080924/SM2N,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.05293921515561577,-0.3394514979700935,8.808686997482328e-05,,166.6259765625,167.0,0.5808851250424482,-0.34589799446151764,6.651507980942705e-05,,222.16796875,,0.007151988689093064,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.20638938073462673,-0.8351930029051166,6.949260541841839e-21,,P120
SM2R,080924,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080924/SM2R,False,,False,,True,True,False,,True,True,166.6259765625,,0.023633849704179647,,,no real carrier detected at this channel's own frequency (dead channel),166.6259765625,167.0,0.5689213798021534,-0.7721010854895891,3.2618505806182583e-16,,222.16796875,,0.010572005327429248,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.35164286556108776,-0.8005766130753937,3.413171074195118e-17,,P120
SM3MR,080924,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080924/SM3MR,False,,True,False,True,False,False,,True,False,166.6259765625,167.0,0.08510033553548257,-0.1977748699603446,0.05230706267243196,,166.6259765625,167.0,0.584404500583317,-0.17372700945391728,0.08771117233984019,,222.16796875,,0.023315132214058353,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.2566590369324819,-0.09000968978752519,0.37449384381695794,,P160
SM1N,081224,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/081224/SM1N,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.03217139648728059,-0.6117988847019847,4.1291355412260756e-11,,166.6259765625,167.0,0.5842026929093992,-0.5979034979209814,1.5463034405724936e-10,,222.16796875,,0.00818386666916401,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.22963631259347303,-1.1061908545108254,4.7214200016743446e-31,,P120
SM2B,081224,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/081224/SM2B,True,,False,,True,True,False,,True,True,166.6259765625,,0.009065471930186015,,,no real carrier detected at this channel's own frequency (dead channel),166.6259765625,167.0,0.5825678261886283,-0.5365729503015525,1.425160070002103e-05,,222.16796875,,0.0082212360899144,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.3794804679661986,-0.6008841769661363,1.5585195018549346e-06,,P120
SM2L,081224,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/081224/SM2L,False,,False,,True,True,False,,True,True,166.6259765625,,0.020870904155279122,,,no real carrier detected at this channel's own frequency (dead channel),166.6259765625,167.0,0.5815304737529042,-0.5648246539121137,9.009697527516977e-08,,222.16796875,,0.007401806036247795,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.2321396712192505,-0.23122054147574464,0.028122763112468297,,P120
SM3MN,081224,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/081224/SM3MN,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.20137829720144995,-0.24494862382975316,0.010943680958591004,,166.6259765625,167.0,0.5840159756734588,-0.23219716912992777,0.015744564510354383,,222.16796875,,0.01100044113068876,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.24077027870416864,-0.34210342476037436,0.00038092721875779967,,P160
SM1B,081324,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/081324/SM1B,True,,False,,True,True,False,,True,True,166.6259765625,,0.009990542361949614,,,no real carrier detected at this channel's own frequency (dead channel),166.6259765625,167.0,0.5833318207043288,-0.16303741451841275,0.04825370960391404,,222.16796875,,0.0078144199338467,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.3212771071971645,-0.3293662757711964,7.3484183211973e-05,,P120
SM2N,081324,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/081324/SM2N,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.033716270283935354,-0.19019946343373387,0.030618973978314944,,166.6259765625,167.0,0.5797649575991652,-0.28267743941898144,0.0012857270150379303,,222.16796875,,0.0070539572305504524,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.22845811130026264,-0.8087972321346898,8.039531875411565e-19,,P120
